genres,keywords,original_title,overview,popularity,runtime,spoken_languages,title,vote_average,vote_count,cast,director
Action,based on novel resistance maze post-apocalyptic dystopia,Maze Runner: The Scorch Trials,"Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD’s vastly superior forces and uncover its shocking plans for them all.",113.161483,132.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Maze Runner: The Scorch Trials,6.4,3040,Dylan O'Brien Kaya Scodelario Thomas Brodie-Sangster Giancarlo Esposito Aidan Gillen,Wes Ball
Action Adventure Comedy Crime Thriller,cia retirement shot to death sniper rifle retired,RED,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent, Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants.",41.430245,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",RED,6.6,2808,Bruce Willis John Malkovich Helen Mirren Mary-Louise Parker Karl Urban,Robert Schwentke
Drama Crime Thriller,california taxi assassin hostage taxi driver,Collateral,Cab driver Max picks up a man who offers him $600 to drive him around. But the promise of easy money sours when Max realizes his fare is an assassin.,44.815022,120.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Collateral,7.0,1451,Tom Cruise Jamie Foxx Jada Pinkett Smith Mark Ruffalo Peter Berg,Michael Mann
Crime Drama Thriller,based on novel sniper investigation police quarry,Jack Reacher,"In an innocent heartland city, five are shot dead by an expert sniper. The police quickly identify and arrest the culprit, and build a slam-dunk case. But the accused man claims he's innocent and says ""Get Jack Reacher."" Reacher himself sees the news report and turns up in the city. The defense is immensely relieved, but Reacher has come to bury the guy. Shocked at the accused's request, Reacher sets out to confirm for himself the absolute certainty of the man's guilt, but comes up with more than he bargained for.",56.868399,130.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Jack Reacher,6.3,2998,Tom Cruise Rosamund Pike Richard Jenkins David Oyelowo Werner Herzog,Christopher McQuarrie
Drama Thriller Science Fiction,saving the world mutation infection terminal illness quarantine,Contagion,"As an epidemic of a lethal airborne virus - that kills within days - rapidly grows, the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself.",38.820858,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Contagion,6.2,1325,Matt Damon Gwyneth Paltrow Kate Winslet Jude Law Marion Cotillard,Steven Soderbergh
Animation Family,dream eye stuffed animal parallel world button,Coraline,"When Coraline moves to an old house, she feels bored and neglected by her parents. She finds a hidden door with a bricked up passage. During the night, she crosses the passage and finds a parallel world where everybody has buttons instead of eyes, with caring parents and all her dreams coming true. When the Other Mother invites Coraline to stay in her world forever, the girl refuses and finds that the alternate reality where she is trapped is only a trick to lure her.",51.146047,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Coraline,7.3,1386,Dakota Fanning Teri Hatcher Jennifer Saunders Dawn French Keith David,Henry Selick
Action Drama Thriller Crime,mexico cia kidnapping diary bible,Man on Fire,"Jaded ex-CIA operative John Creasy reluctantly accepts a job as the bodyguard for a 10-year-old girl in Mexico City. They clash at first, but eventually bond, and when she's kidnapped he's consumed by fury and will stop at nothing to save her life.",45.299089,146.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Man on Fire,7.3,1553,Denzel Washington Dakota Fanning Marc Anthony Radha Mitchell Christopher Walken,Tony Scott
Fantasy Action Science Fiction,black magic fistfight cover-up superhero paranormal phenomena,Hellboy,"In the final days of World War II, the Nazis attempt to use black magic to aid their dying cause. The Allies raid the camp where the ceremony is taking place, but not before a demon - Hellboy - has already been conjured. Joining the Allied forces, Hellboy eventually grows to adulthood, serving the cause of good rather than evil.",47.479755,122.0,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Hellboy,6.5,2225,Ron Perlman Selma Blair Rupert Evans John Hurt Jeffrey Tambor,Guillermo del Toro
Action Drama Thriller,london england corruption cia terrorist sniper,Jack Ryan: Shadow Recruit,"Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack.",42.538258,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Jack Ryan: Shadow Recruit,5.9,1173,Chris Pine Keira Knightley Kevin Costner Kenneth Branagh Lenn Kudrjawizki,Kenneth Branagh
Drama Comedy,factory inventor strong woman biography based on true story,Joy,A story based on the life of a struggling Long Island single mom who became one of the country's most successful entrepreneurs.,29.876507,124.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Joy,6.4,1581,Jennifer Lawrence Bradley Cooper Robert De Niro Dascha Polanco Edgar Ram\u00edrez,David O. Russell
Action Crime Thriller,london england terrorist terrorist attack,London Has Fallen,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.",61.849521,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",London Has Fallen,5.8,1621,Gerard Butler Aaron Eckhart Morgan Freeman Angela Bassett Melissa Leo,Babak Najafi
Science Fiction Horror Action,android mercenary dystopia sequel alien,Alien: Resurrection,"Two hundred years after Lt. Ripley died, a group of scientists clone her, hoping to breed the ultimate weapon. But the new Ripley is full of surprises … as are the new aliens. Ripley must team with a band of smugglers to keep the creatures from reaching Earth.",37.44963,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Alien: Resurrection,5.9,1365,Sigourney Weaver Winona Ryder Brad Dourif Ron Perlman Michael Wincott,Jean-Pierre Jeunet
Action Drama Mystery Thriller Crime,corruption sniper senator conspiracy of murder childlessness,Shooter,"A marksman living in exile is coaxed back into action after learning of a plot to kill the president. Ultimately double-crossed and framed for the attempt, he goes on the run to track the real killer and find out who exactly set him up, and why.",37.378081,124.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Shooter,6.9,1462,Mark Wahlberg Michael Pe\u00f1a Danny Glover Kate Mara Elias Koteas,Antoine Fuqua
Adventure Animation Comedy Family Fantasy,father son relationship creativity friendship part live action toys,The Lego Movie,"An ordinary Lego mini-figure, mistakenly thought to be the extraordinary MasterBuilder, is recruited to join a quest to stop an evil Lego tyrant from gluing the universe together.",59.54792800000001,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Lego Movie,7.5,3070,Chris Pratt Will Ferrell Elizabeth Banks Will Arnett Nick Offerman,Phil Lord
Crime Drama Action Thriller,los angeles gangster,Gangster Squad,"Los Angeles, 1949. Ruthless, Brooklyn-born mob king Mickey Cohen runs the show in this town, reaping the ill-gotten gains from the drugs, the guns, the prostitutes and — if he has his way — every wire bet placed west of Chicago. And he does it all with the protection of not only his own paid goons, but also the police and the politicians who are under his control. It’s enough to intimidate even the bravest, street-hardened cop… except, perhaps, for the small, secret crew of LAPD outsiders led by Sgt. John O’Mara and Jerry Wooters who come together to try to tear Cohen’s world apart.",29.041198,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Gangster Squad,6.2,1778,Josh Brolin Ryan Gosling Nick Nolte Emma Stone Sean Penn,Ruben Fleischer
Drama History,stadium south africa apartheid nelson mandela sport,Invictus,"Newly elected President Nelson Mandela knows his nation remains racially and economically divided in the wake of apartheid. Believing he can bring his people together through the universal language of sport, Mandela rallies South Africa's rugby team as they make their historic run to the 1995 Rugby World Cup Championship match.",23.85119,134.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Invictus,7.0,1125,Morgan Freeman Matt Damon Tony Kgoroge Patrick Mofokeng Matt Stern,Clint Eastwood
Action Adventure Drama Mystery Romance,angel vampire werewolf warlock downworlder,The Mortal Instruments: City of Bones,"In New York City, Clary Fray, a seemingly ordinary teenager, learns that she is descended from a line of Shadowhunters — half-angel warriors who protect humanity from evil forces. After her mother disappears, Clary joins forces with a group of Shadowhunters and enters Downworld, an alternate realm filled with demons, vampires, and a host of other creatures. Clary and her companions must find and protect an ancient cup that holds the key to her mother's future.",45.514031,130.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Mortal Instruments: City of Bones,6.2,1602,Lily Collins Jamie Campbell Bower Kevin Zegers Jemima West Robert Sheehan,Harald Zwart
Comedy Adventure,based on novel painting debt art dealer stolen painting,Mortdecai,"Art dealer, Charles Mortdecai, searches for a stolen painting rumored to contain a secret code that gains access to hidden Nazi gold.",52.417529,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Mortdecai,5.4,1055,Johnny Depp Gwyneth Paltrow Ewan McGregor Paul Bettany Olivia Munn,David Koepp
Action Adventure Comedy,anti hero mercenary marvel comic superhero based on comic book,Deadpool,"Deadpool tells the origin story of former Special Forces operative turned mercenary Wade Wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",514.5699559999998,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Deadpool,7.4,10995,Ryan Reynolds Morena Baccarin Ed Skrein T.J. Miller Gina Carano,Tim Miller
War Action,sniper biography iraq navy seal u.s. soldier,American Sniper,"U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.",87.53437,133.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",American Sniper,7.4,4469,Bradley Cooper Sienna Miller Kyle Gallner Cole Konis Ben Reed,Clint Eastwood
Comedy,job interview loss of job intern reference to google new job,The Internship,Two recently laid-off men in their 40s try to make it as interns at a successful Internet company where their managers are in their 20s.,1.551497,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Internship,6.1,1658,Owen Wilson Vince Vaughn Rose Byrne Max Minghella Aasif Mandvi,Shawn Levy
Action Adventure Horror Science Fiction,post-apocalyptic dystopia undead biohazard evil corporation,Resident Evil: Afterlife,"In a world ravaged by a virus infection, turning its victims into the Undead, Alice continues on her journey to find survivors and lead them to safety. Her deadly battle with the Umbrella Corporation reaches new heights, but Alice gets some unexpected help from an old friend. A new lead that promises a safe haven from the Undead takes them to Los Angeles, but when they arrive the city is overrun by thousands of Undead - and Alice and her comrades are about to step into a deadly trap.",2.143764,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Resident Evil: Afterlife,5.8,1363,Milla Jovovich Wentworth Miller Ali Larter Kim Coates Kacey Clarke,Paul W.S. Anderson
